time,surface_downwelling_photosynthetic_photon_flux_in_air
2023-12-10 08:00:00+00:00,2.86
2023-12-10 08:15:00+00:00,2.85
2023-12-10 08:30:00+00:00,2.86
2023-12-10 08:45:00+00:00,2.85
2023-12-10 09:00:00+00:00,2.85
2023-12-10 09:15:00+00:00,2.85
2023-12-10 09:30:00+00:00,2.85
2023-12-10 09:45:00+00:00,2.85
2023-12-10 10:00:00+00:00,2.85
2023-12-10 10:15:00+00:00,2.85
2023-12-10 10:30:00+00:00,2.85
2023-12-10 10:45:00+00:00,2.85
2023-12-10 11:00:00+00:00,2.85
2023-12-10 11:15:00+00:00,2.85
2023-12-10 11:30:00+00:00,2.85
2023-12-10 11:45:00+00:00,2.84
2023-12-10 12:00:00+00:00,2.85
2023-12-10 12:15:00+00:00,2.85
2023-12-10 12:30:00+00:00,2.85
2023-12-10 12:45:00+00:00,2.85
2023-12-10 13:00:00+00:00,2.85
2023-12-10 13:15:00+00:00,2.85
2023-12-10 13:30:00+00:00,2.85
2023-12-10 13:45:00+00:00,2.85
2023-12-10 14:00:00+00:00,2.85
2023-12-10 14:15:00+00:00,2.85
2023-12-10 14:30:00+00:00,2.85
2023-12-10 14:45:00+00:00,2.84
2023-12-10 15:00:00+00:00,2.85
2023-12-10 15:15:00+00:00,2.85
2023-12-10 15:30:00+00:00,4.03
2023-12-10 15:45:00+00:00,23.41
2023-12-10 16:00:00+00:00,44.79
2023-12-10 16:15:00+00:00,98.18
2023-12-10 16:30:00+00:00,121.89
2023-12-10 16:45:00+00:00,131.06
2023-12-10 17:00:00+00:00,197.26
2023-12-10 17:15:00+00:00,267.36
2023-12-10 17:30:00+00:00,278.11
2023-12-10 17:45:00+00:00,413.58
2023-12-10 18:00:00+00:00,362.17
2023-12-10 18:15:00+00:00,331.51
2023-12-10 18:30:00+00:00,331.4
2023-12-10 18:45:00+00:00,232.02
2023-12-10 19:00:00+00:00,334.18
2023-12-10 19:15:00+00:00,525.19
2023-12-10 19:30:00+00:00,571.03
2023-12-10 19:45:00+00:00,463.23
2023-12-10 20:00:00+00:00,482.31
2023-12-10 20:15:00+00:00,414.08
2023-12-10 20:30:00+00:00,497.87
2023-12-10 20:45:00+00:00,338.16
2023-12-10 21:00:00+00:00,335.72
2023-12-10 21:15:00+00:00,296.06
2023-12-10 21:30:00+00:00,388.55
2023-12-10 21:45:00+00:00,206.24
2023-12-10 22:00:00+00:00,176.62
2023-12-10 22:15:00+00:00,489.03
2023-12-10 22:30:00+00:00,409.93
2023-12-10 22:45:00+00:00,219.08
2023-12-10 23:00:00+00:00,179.84
2023-12-10 23:15:00+00:00,162.41
2023-12-10 23:30:00+00:00,93.7
2023-12-10 23:45:00+00:00,85.49
2023-12-11 00:00:00+00:00,49.24
2023-12-11 00:15:00+00:00,26.07
2023-12-11 00:30:00+00:00,8.42
2023-12-11 00:45:00+00:00,3.09
2023-12-11 01:00:00+00:00,2.95
2023-12-11 01:15:00+00:00,2.94
2023-12-11 01:30:00+00:00,2.94
2023-12-11 01:45:00+00:00,2.94
2023-12-11 02:00:00+00:00,2.94
2023-12-11 02:15:00+00:00,2.93
2023-12-11 02:30:00+00:00,2.92
2023-12-11 02:45:00+00:00,2.92
2023-12-11 03:00:00+00:00,2.92
2023-12-11 03:15:00+00:00,2.92
2023-12-11 03:30:00+00:00,2.92
2023-12-11 03:45:00+00:00,2.92
2023-12-11 04:00:00+00:00,2.92
2023-12-11 04:15:00+00:00,2.92
2023-12-11 04:30:00+00:00,2.92
2023-12-11 04:45:00+00:00,2.92
2023-12-11 05:00:00+00:00,2.92
2023-12-11 05:15:00+00:00,2.91
2023-12-11 05:30:00+00:00,2.91
2023-12-11 05:45:00+00:00,2.91
2023-12-11 06:00:00+00:00,2.92
2023-12-11 06:15:00+00:00,2.92
2023-12-11 06:30:00+00:00,2.92
2023-12-11 06:45:00+00:00,2.91
2023-12-11 07:00:00+00:00,2.91
2023-12-11 07:15:00+00:00,2.92
2023-12-11 07:30:00+00:00,2.91
2023-12-11 07:45:00+00:00,2.91
2023-12-11 08:00:00+00:00,2.91
2023-12-11 08:15:00+00:00,2.91
2023-12-11 08:30:00+00:00,2.91
2023-12-11 08:45:00+00:00,2.91
2023-12-11 09:00:00+00:00,2.92
2023-12-11 09:15:00+00:00,2.92
2023-12-11 09:30:00+00:00,2.92
2023-12-11 09:45:00+00:00,2.92
2023-12-11 10:00:00+00:00,2.92
2023-12-11 10:15:00+00:00,2.92
2023-12-11 10:30:00+00:00,2.92
2023-12-11 10:45:00+00:00,2.92
2023-12-11 11:00:00+00:00,2.92
2023-12-11 11:15:00+00:00,2.92
2023-12-11 11:30:00+00:00,2.92
2023-12-11 11:45:00+00:00,2.92
2023-12-11 12:00:00+00:00,2.92
2023-12-11 12:15:00+00:00,2.91
2023-12-11 12:30:00+00:00,2.91
2023-12-11 12:45:00+00:00,2.9
2023-12-11 13:00:00+00:00,2.9
2023-12-11 13:15:00+00:00,2.91
2023-12-11 13:30:00+00:00,2.91
2023-12-11 13:45:00+00:00,2.91
2023-12-11 14:00:00+00:00,2.91
2023-12-11 14:15:00+00:00,2.9
2023-12-11 14:30:00+00:00,2.9
2023-12-11 14:45:00+00:00,2.91
2023-12-11 15:00:00+00:00,2.9
2023-12-11 15:15:00+00:00,2.91
2023-12-11 15:30:00+00:00,5.14
2023-12-11 15:45:00+00:00,17.18
2023-12-11 16:00:00+00:00,63.72
2023-12-11 16:15:00+00:00,153.94
2023-12-11 16:30:00+00:00,124.5
2023-12-11 16:45:00+00:00,182.37
2023-12-11 17:00:00+00:00,89.24
2023-12-11 17:15:00+00:00,188.87
2023-12-11 17:30:00+00:00,159.54
2023-12-11 17:45:00+00:00,337.88
2023-12-11 18:00:00+00:00,411.26
2023-12-11 18:15:00+00:00,454.95
2023-12-11 18:30:00+00:00,539.29
2023-12-11 18:45:00+00:00,546.02
2023-12-11 19:00:00+00:00,588.55
2023-12-11 19:15:00+00:00,586.78
2023-12-11 19:30:00+00:00,578.44
2023-12-11 19:45:00+00:00,567.22
2023-12-11 20:00:00+00:00,572.6
2023-12-11 20:15:00+00:00,577.21
2023-12-11 20:30:00+00:00,575.02
2023-12-11 20:45:00+00:00,568.97
2023-12-11 21:00:00+00:00,559.39
2023-12-11 21:15:00+00:00,542.1
2023-12-11 21:30:00+00:00,521.9
2023-12-11 21:45:00+00:00,503.51
2023-12-11 22:00:00+00:00,467.51
2023-12-11 22:15:00+00:00,308.84
2023-12-11 22:30:00+00:00,146.28
2023-12-11 22:45:00+00:00,359.13
2023-12-11 23:00:00+00:00,206.54
2023-12-11 23:15:00+00:00,102.41
2023-12-11 23:30:00+00:00,88.69
2023-12-11 23:45:00+00:00,47.07
2023-12-12 00:00:00+00:00,48.29
2023-12-12 00:15:00+00:00,29.16
2023-12-12 00:30:00+00:00,9.23
2023-12-12 00:45:00+00:00,3.13
2023-12-12 01:00:00+00:00,2.94
2023-12-12 01:15:00+00:00,2.93
2023-12-12 01:30:00+00:00,2.93
2023-12-12 01:45:00+00:00,2.93
2023-12-12 02:00:00+00:00,2.93
2023-12-12 02:15:00+00:00,2.93
2023-12-12 02:30:00+00:00,2.94
2023-12-12 02:45:00+00:00,2.93
2023-12-12 03:00:00+00:00,2.94
2023-12-12 03:15:00+00:00,2.93
2023-12-12 03:30:00+00:00,2.93
2023-12-12 03:45:00+00:00,2.93
2023-12-12 04:00:00+00:00,2.93
2023-12-12 04:15:00+00:00,2.92
2023-12-12 04:30:00+00:00,2.93
2023-12-12 04:45:00+00:00,2.92
2023-12-12 05:00:00+00:00,2.92
2023-12-12 05:15:00+00:00,2.93
2023-12-12 05:30:00+00:00,2.93
2023-12-12 05:45:00+00:00,2.93
2023-12-12 06:00:00+00:00,2.92
2023-12-12 06:15:00+00:00,2.93
2023-12-12 06:30:00+00:00,2.92
2023-12-12 06:45:00+00:00,2.93
2023-12-12 07:00:00+00:00,2.92
2023-12-12 07:15:00+00:00,2.93
2023-12-12 07:30:00+00:00,2.93
2023-12-12 07:45:00+00:00,2.92
2023-12-12 08:00:00+00:00,2.93
2023-12-12 08:15:00+00:00,2.92
2023-12-12 08:30:00+00:00,2.93
2023-12-12 08:45:00+00:00,2.93
2023-12-12 09:00:00+00:00,2.93
2023-12-12 09:15:00+00:00,2.92
2023-12-12 09:30:00+00:00,2.93
2023-12-12 09:45:00+00:00,2.93
2023-12-12 10:00:00+00:00,2.94
2023-12-12 10:15:00+00:00,3.13
2023-12-12 10:30:00+00:00,3.1
2023-12-12 10:45:00+00:00,3.05
2023-12-12 11:00:00+00:00,3.03
2023-12-12 11:15:00+00:00,2.97
2023-12-12 11:30:00+00:00,2.97
2023-12-12 11:45:00+00:00,2.99
2023-12-12 12:00:00+00:00,2.96
2023-12-12 12:15:00+00:00,2.96
2023-12-12 12:30:00+00:00,2.94
2023-12-12 12:45:00+00:00,2.92
2023-12-12 13:00:00+00:00,2.92
2023-12-12 13:15:00+00:00,2.91
2023-12-12 13:30:00+00:00,2.91
2023-12-12 13:45:00+00:00,2.91
2023-12-12 14:00:00+00:00,2.91
2023-12-12 14:15:00+00:00,2.91
2023-12-12 14:30:00+00:00,2.91
2023-12-12 14:45:00+00:00,2.91
2023-12-12 15:00:00+00:00,2.9
2023-12-12 15:15:00+00:00,2.91
2023-12-12 15:30:00+00:00,2.92
2023-12-12 15:45:00+00:00,5.81
2023-12-12 16:00:00+00:00,11.89
2023-12-12 16:15:00+00:00,21.2
2023-12-12 16:30:00+00:00,30.07
2023-12-12 16:45:00+00:00,45.57
2023-12-12 17:00:00+00:00,58.88
2023-12-12 17:15:00+00:00,100.45
2023-12-12 17:30:00+00:00,119.73
2023-12-12 17:45:00+00:00,152.44
2023-12-12 18:00:00+00:00,173.85
2023-12-12 18:15:00+00:00,122.11
2023-12-12 18:30:00+00:00,175.93
2023-12-12 18:45:00+00:00,161.73
2023-12-12 19:00:00+00:00,174.87
2023-12-12 19:15:00+00:00,181.69
2023-12-12 19:30:00+00:00,167.37
2023-12-12 19:45:00+00:00,191.23
2023-12-12 20:00:00+00:00,161.38
2023-12-12 20:15:00+00:00,690.8
2023-12-12 20:30:00+00:00,595.96
2023-12-12 20:45:00+00:00,608.8
2023-12-12 21:00:00+00:00,590.9
2023-12-12 21:15:00+00:00,570.66
2023-12-12 21:30:00+00:00,549.5
2023-12-12 21:45:00+00:00,523.94
2023-12-12 22:00:00+00:00,495.77
2023-12-12 22:15:00+00:00,462.0
2023-12-12 22:30:00+00:00,424.58
2023-12-12 22:45:00+00:00,383.28
2023-12-12 23:00:00+00:00,340.19
2023-12-12 23:15:00+00:00,152.77
2023-12-12 23:30:00+00:00,112.96
2023-12-12 23:45:00+00:00,60.08
2023-12-13 00:00:00+00:00,37.03
2023-12-13 00:15:00+00:00,34.58
2023-12-13 00:30:00+00:00,12.13
2023-12-13 00:45:00+00:00,4.4
2023-12-13 01:00:00+00:00,2.92
2023-12-13 01:15:00+00:00,2.91
2023-12-13 01:30:00+00:00,2.91
2023-12-13 01:45:00+00:00,2.91
2023-12-13 02:00:00+00:00,2.91
2023-12-13 02:15:00+00:00,2.92
2023-12-13 02:30:00+00:00,2.92
2023-12-13 02:45:00+00:00,2.92
2023-12-13 03:00:00+00:00,2.92
2023-12-13 03:15:00+00:00,2.92
2023-12-13 03:30:00+00:00,2.91
2023-12-13 03:45:00+00:00,2.91
2023-12-13 04:00:00+00:00,2.91
2023-12-13 04:15:00+00:00,2.91
2023-12-13 04:30:00+00:00,2.91
2023-12-13 04:45:00+00:00,2.91
2023-12-13 05:00:00+00:00,2.91
2023-12-13 05:15:00+00:00,2.91
2023-12-13 05:30:00+00:00,2.91
2023-12-13 05:45:00+00:00,2.91
2023-12-13 06:00:00+00:00,2.91
2023-12-13 06:15:00+00:00,2.91
2023-12-13 06:30:00+00:00,2.91
2023-12-13 06:45:00+00:00,2.9
2023-12-13 07:00:00+00:00,2.9
2023-12-13 07:15:00+00:00,2.9
2023-12-13 07:30:00+00:00,2.9
2023-12-13 07:45:00+00:00,2.9
2023-12-13 08:00:00+00:00,2.89
2023-12-13 08:15:00+00:00,2.89
2023-12-13 08:30:00+00:00,2.89
2023-12-13 08:45:00+00:00,2.89
2023-12-13 09:00:00+00:00,2.89
2023-12-13 09:15:00+00:00,2.89
2023-12-13 09:30:00+00:00,2.89
2023-12-13 09:45:00+00:00,2.89
2023-12-13 10:00:00+00:00,2.88
2023-12-13 10:15:00+00:00,2.88
2023-12-13 10:30:00+00:00,2.88
2023-12-13 10:45:00+00:00,2.88
2023-12-13 11:00:00+00:00,2.88
2023-12-13 11:15:00+00:00,2.88
2023-12-13 11:30:00+00:00,2.88
2023-12-13 11:45:00+00:00,2.88
2023-12-13 12:00:00+00:00,2.88
2023-12-13 12:15:00+00:00,2.88
2023-12-13 12:30:00+00:00,2.88
2023-12-13 12:45:00+00:00,2.88
2023-12-13 13:00:00+00:00,2.88
2023-12-13 13:15:00+00:00,2.88
2023-12-13 13:30:00+00:00,2.87
2023-12-13 13:45:00+00:00,2.87
2023-12-13 14:00:00+00:00,2.86
2023-12-13 14:15:00+00:00,2.86
2023-12-13 14:30:00+00:00,2.86
2023-12-13 14:45:00+00:00,2.86
2023-12-13 15:00:00+00:00,2.87
2023-12-13 15:15:00+00:00,2.93
2023-12-13 15:30:00+00:00,4.51
2023-12-13 15:45:00+00:00,30.23
2023-12-13 16:00:00+00:00,36.48
2023-12-13 16:15:00+00:00,68.51
2023-12-13 16:30:00+00:00,101.19
2023-12-13 16:45:00+00:00,120.06
2023-12-13 17:00:00+00:00,157.15
2023-12-13 17:15:00+00:00,182.76
2023-12-13 17:30:00+00:00,409.1
2023-12-13 17:45:00+00:00,197.88
2023-12-13 18:00:00+00:00,243.89
2023-12-13 18:15:00+00:00,362.81
2023-12-13 18:30:00+00:00,409.04
2023-12-13 18:45:00+00:00,381.26
2023-12-13 19:00:00+00:00,483.28
2023-12-13 19:15:00+00:00,495.96
2023-12-13 19:30:00+00:00,305.98
2023-12-13 19:45:00+00:00,488.78
2023-12-13 20:00:00+00:00,525.14
2023-12-13 20:15:00+00:00,611.25
2023-12-13 20:30:00+00:00,570.69
2023-12-13 20:45:00+00:00,544.78
2023-12-13 21:00:00+00:00,513.25
2023-12-13 21:15:00+00:00,522.72
2023-12-13 21:30:00+00:00,435.8
2023-12-13 21:45:00+00:00,521.25
2023-12-13 22:00:00+00:00,274.42
2023-12-13 22:15:00+00:00,289.66
2023-12-13 22:30:00+00:00,304.3
2023-12-13 22:45:00+00:00,236.85
2023-12-13 23:00:00+00:00,195.93
2023-12-13 23:15:00+00:00,133.65
2023-12-13 23:30:00+00:00,84.28
2023-12-13 23:45:00+00:00,39.64
2023-12-14 00:00:00+00:00,28.06
2023-12-14 00:15:00+00:00,18.85
2023-12-14 00:30:00+00:00,8.94
2023-12-14 00:45:00+00:00,2.94
2023-12-14 01:00:00+00:00,2.93
2023-12-14 01:15:00+00:00,2.93
2023-12-14 01:30:00+00:00,2.93
2023-12-14 01:45:00+00:00,2.93
2023-12-14 02:00:00+00:00,2.93
2023-12-14 02:15:00+00:00,2.93
2023-12-14 02:30:00+00:00,2.93
2023-12-14 02:45:00+00:00,2.93
2023-12-14 03:00:00+00:00,2.93
2023-12-14 03:15:00+00:00,2.92
2023-12-14 03:30:00+00:00,2.92
2023-12-14 03:45:00+00:00,2.92
2023-12-14 04:00:00+00:00,2.92
2023-12-14 04:15:00+00:00,2.92
2023-12-14 04:30:00+00:00,2.92
2023-12-14 04:45:00+00:00,2.92
2023-12-14 05:00:00+00:00,2.92
2023-12-14 05:15:00+00:00,2.92
2023-12-14 05:30:00+00:00,2.92
2023-12-14 05:45:00+00:00,2.92
2023-12-14 06:00:00+00:00,2.92
2023-12-14 06:15:00+00:00,2.92
2023-12-14 06:30:00+00:00,2.91
2023-12-14 06:45:00+00:00,2.91
2023-12-14 07:00:00+00:00,2.91
2023-12-14 07:15:00+00:00,2.91
2023-12-14 07:30:00+00:00,2.91
2023-12-14 07:45:00+00:00,2.9
2023-12-14 08:00:00+00:00,2.9
2023-12-14 08:15:00+00:00,2.9
2023-12-14 08:30:00+00:00,2.9
2023-12-14 08:45:00+00:00,2.9
2023-12-14 09:00:00+00:00,2.9
2023-12-14 09:15:00+00:00,2.9
2023-12-14 09:30:00+00:00,2.89
2023-12-14 09:45:00+00:00,2.89
2023-12-14 10:00:00+00:00,2.89
2023-12-14 10:15:00+00:00,2.89
2023-12-14 10:30:00+00:00,2.89
2023-12-14 10:45:00+00:00,2.89
2023-12-14 11:00:00+00:00,2.89
2023-12-14 11:15:00+00:00,2.89
2023-12-14 11:30:00+00:00,2.89
2023-12-14 11:45:00+00:00,2.88
2023-12-14 12:00:00+00:00,2.89
2023-12-14 12:15:00+00:00,2.89
2023-12-14 12:30:00+00:00,2.89
2023-12-14 12:45:00+00:00,2.89
2023-12-14 13:00:00+00:00,2.89
2023-12-14 13:15:00+00:00,2.89
2023-12-14 13:30:00+00:00,2.89
2023-12-14 13:45:00+00:00,2.89
2023-12-14 14:00:00+00:00,2.89
2023-12-14 14:15:00+00:00,2.88
2023-12-14 14:30:00+00:00,2.88
2023-12-14 14:45:00+00:00,2.88
2023-12-14 15:00:00+00:00,2.88
2023-12-14 15:15:00+00:00,2.88
2023-12-14 15:30:00+00:00,2.9
2023-12-14 15:45:00+00:00,9.63
2023-12-14 16:00:00+00:00,26.16
2023-12-14 16:15:00+00:00,47.56
2023-12-14 16:30:00+00:00,60.15
2023-12-14 16:45:00+00:00,108.05
2023-12-14 17:00:00+00:00,176.22
2023-12-14 17:15:00+00:00,201.49
2023-12-14 17:30:00+00:00,206.46
2023-12-14 17:45:00+00:00,193.08
2023-12-14 18:00:00+00:00,236.83
2023-12-14 18:15:00+00:00,304.11
2023-12-14 18:30:00+00:00,365.75
2023-12-14 18:45:00+00:00,617.55
2023-12-14 19:00:00+00:00,457.16
2023-12-14 19:15:00+00:00,657.93
2023-12-14 19:30:00+00:00,393.56
2023-12-14 19:45:00+00:00,661.86
2023-12-14 20:00:00+00:00,635.04
2023-12-14 20:15:00+00:00,465.93
2023-12-14 20:30:00+00:00,399.17
2023-12-14 20:45:00+00:00,584.17
2023-12-14 21:00:00+00:00,639.24
2023-12-14 21:15:00+00:00,646.49
2023-12-14 21:30:00+00:00,559.0
2023-12-14 21:45:00+00:00,561.48
2023-12-14 22:00:00+00:00,243.19
2023-12-14 22:15:00+00:00,507.94
2023-12-14 22:30:00+00:00,249.83
2023-12-14 22:45:00+00:00,205.49
2023-12-14 23:00:00+00:00,202.35
2023-12-14 23:15:00+00:00,157.95
2023-12-14 23:30:00+00:00,98.39
2023-12-14 23:45:00+00:00,85.66
2023-12-15 00:00:00+00:00,79.3
2023-12-15 00:15:00+00:00,76.75
2023-12-15 00:30:00+00:00,22.72
2023-12-15 00:45:00+00:00,6.34
2023-12-15 01:00:00+00:00,2.94
2023-12-15 01:15:00+00:00,2.93
2023-12-15 01:30:00+00:00,2.93
2023-12-15 01:45:00+00:00,2.92
2023-12-15 02:00:00+00:00,2.91
2023-12-15 02:15:00+00:00,2.91
2023-12-15 02:30:00+00:00,2.9
2023-12-15 02:45:00+00:00,2.9
2023-12-15 03:00:00+00:00,2.91
2023-12-15 03:15:00+00:00,2.9
2023-12-15 03:30:00+00:00,2.9
2023-12-15 03:45:00+00:00,2.89
2023-12-15 04:00:00+00:00,2.89
2023-12-15 04:15:00+00:00,2.89
2023-12-15 04:30:00+00:00,2.88
2023-12-15 04:45:00+00:00,2.89
2023-12-15 05:00:00+00:00,2.89
2023-12-15 05:15:00+00:00,2.88
2023-12-15 05:30:00+00:00,2.88
2023-12-15 05:45:00+00:00,2.88
2023-12-15 06:00:00+00:00,2.88
2023-12-15 06:15:00+00:00,2.88
2023-12-15 06:30:00+00:00,2.87
2023-12-15 06:45:00+00:00,2.88
2023-12-15 07:00:00+00:00,2.88
2023-12-15 07:15:00+00:00,2.88
2023-12-15 07:30:00+00:00,2.88
2023-12-15 07:45:00+00:00,2.88
2023-12-15 08:00:00+00:00,2.87
2023-12-15 08:15:00+00:00,2.87
2023-12-15 08:30:00+00:00,2.86
2023-12-15 08:45:00+00:00,2.86
2023-12-15 09:00:00+00:00,2.86
2023-12-15 09:15:00+00:00,2.86
2023-12-15 09:30:00+00:00,2.86
2023-12-15 09:45:00+00:00,2.86
2023-12-15 10:00:00+00:00,2.86
2023-12-15 10:15:00+00:00,2.86
2023-12-15 10:30:00+00:00,2.86
2023-12-15 10:45:00+00:00,2.86
2023-12-15 11:00:00+00:00,2.86
2023-12-15 11:15:00+00:00,2.85
2023-12-15 11:30:00+00:00,2.85
2023-12-15 11:45:00+00:00,2.86
2023-12-15 12:00:00+00:00,2.86
2023-12-15 12:15:00+00:00,2.86
2023-12-15 12:30:00+00:00,2.86
2023-12-15 12:45:00+00:00,2.85
2023-12-15 13:00:00+00:00,2.85
2023-12-15 13:15:00+00:00,2.85
2023-12-15 13:30:00+00:00,2.85
2023-12-15 13:45:00+00:00,2.85
2023-12-15 14:00:00+00:00,2.85
2023-12-15 14:15:00+00:00,2.85
2023-12-15 14:30:00+00:00,2.85
2023-12-15 14:45:00+00:00,2.85
2023-12-15 15:00:00+00:00,2.85
2023-12-15 15:15:00+00:00,2.86
2023-12-15 15:30:00+00:00,2.87
2023-12-15 15:45:00+00:00,12.34
2023-12-15 16:00:00+00:00,35.92
2023-12-15 16:15:00+00:00,69.69
2023-12-15 16:30:00+00:00,92.64
2023-12-15 16:45:00+00:00,129.85
2023-12-15 17:00:00+00:00,176.02
2023-12-15 17:15:00+00:00,225.82
2023-12-15 17:30:00+00:00,230.44
2023-12-15 17:45:00+00:00,317.67
2023-12-15 18:00:00+00:00,329.82
2023-12-15 18:15:00+00:00,286.69
2023-12-15 18:30:00+00:00,345.74
2023-12-15 18:45:00+00:00,483.02
2023-12-15 19:00:00+00:00,380.98
2023-12-15 19:15:00+00:00,310.26
2023-12-15 19:30:00+00:00,455.18
2023-12-15 19:45:00+00:00,422.24
2023-12-15 20:00:00+00:00,518.9
2023-12-15 20:15:00+00:00,428.86
2023-12-15 20:30:00+00:00,560.37
2023-12-15 21:00:00+00:00,376.22
2023-12-15 21:15:00+00:00,314.54
2023-12-15 21:30:00+00:00,539.23
2023-12-15 21:45:00+00:00,435.13
2023-12-15 22:00:00+00:00,480.54
2023-12-15 22:15:00+00:00,348.52
2023-12-15 22:30:00+00:00,429.88
2023-12-15 22:45:00+00:00,377.79
2023-12-15 23:00:00+00:00,239.47
2023-12-15 23:15:00+00:00,210.02
2023-12-15 23:30:00+00:00,188.84
2023-12-15 23:45:00+00:00,105.33
2023-12-16 00:00:00+00:00,70.76
2023-12-16 00:15:00+00:00,44.52
2023-12-16 00:30:00+00:00,23.04
2023-12-16 00:45:00+00:00,4.31
2023-12-16 01:00:00+00:00,5.12
2023-12-16 01:15:00+00:00,2.91
2023-12-16 01:30:00+00:00,2.91
2023-12-16 01:45:00+00:00,2.91
2023-12-16 02:00:00+00:00,2.91
2023-12-16 02:15:00+00:00,2.9
2023-12-16 02:30:00+00:00,2.9
2023-12-16 02:45:00+00:00,2.9
2023-12-16 03:00:00+00:00,2.9
2023-12-16 03:15:00+00:00,2.89
2023-12-16 03:30:00+00:00,2.89
2023-12-16 03:45:00+00:00,2.89
2023-12-16 04:00:00+00:00,2.89
2023-12-16 04:15:00+00:00,2.89
2023-12-16 04:30:00+00:00,2.88
2023-12-16 04:45:00+00:00,2.88
2023-12-16 05:00:00+00:00,2.88
2023-12-16 05:15:00+00:00,2.88
2023-12-16 05:30:00+00:00,2.88
2023-12-16 05:45:00+00:00,2.88
2023-12-16 06:00:00+00:00,2.89
2023-12-16 06:15:00+00:00,2.88
2023-12-16 06:30:00+00:00,2.88
2023-12-16 06:45:00+00:00,2.88
2023-12-16 07:00:00+00:00,2.87
2023-12-16 07:15:00+00:00,2.87
2023-12-16 07:30:00+00:00,2.87
2023-12-16 07:45:00+00:00,2.87
2023-12-16 08:00:00+00:00,2.87
2023-12-16 08:15:00+00:00,2.87
2023-12-16 08:30:00+00:00,2.87
2023-12-16 08:45:00+00:00,2.87
2023-12-16 09:00:00+00:00,2.87
2023-12-16 09:15:00+00:00,2.87
2023-12-16 09:30:00+00:00,2.86
2023-12-16 09:45:00+00:00,2.86
2023-12-16 10:00:00+00:00,2.86
2023-12-16 10:15:00+00:00,2.86
2023-12-16 10:30:00+00:00,2.88
2023-12-16 10:45:00+00:00,2.87
2023-12-16 11:00:00+00:00,2.87
2023-12-16 11:15:00+00:00,2.86
2023-12-16 11:30:00+00:00,2.86
2023-12-16 11:45:00+00:00,2.86
2023-12-16 12:00:00+00:00,2.86
2023-12-16 12:15:00+00:00,2.86
2023-12-16 12:30:00+00:00,2.87
2023-12-16 12:45:00+00:00,2.88
2023-12-16 13:00:00+00:00,2.87
2023-12-16 13:15:00+00:00,2.87
2023-12-16 13:30:00+00:00,2.87
2023-12-16 13:45:00+00:00,2.86
2023-12-16 14:00:00+00:00,2.86
2023-12-16 14:15:00+00:00,2.86
2023-12-16 14:30:00+00:00,2.86
2023-12-16 14:45:00+00:00,2.86
2023-12-16 15:00:00+00:00,2.86
2023-12-16 15:15:00+00:00,2.86
2023-12-16 15:30:00+00:00,5.3
2023-12-16 15:45:00+00:00,12.96
2023-12-16 16:00:00+00:00,39.44
2023-12-16 16:15:00+00:00,90.77
2023-12-16 16:30:00+00:00,149.15
2023-12-16 16:45:00+00:00,198.89
2023-12-16 17:00:00+00:00,245.76
2023-12-16 17:15:00+00:00,290.18
2023-12-16 17:30:00+00:00,333.58
2023-12-16 17:45:00+00:00,373.09
2023-12-16 18:00:00+00:00,437.24
2023-12-16 18:15:00+00:00,450.15
2023-12-16 18:30:00+00:00,481.54
2023-12-16 18:45:00+00:00,505.72
2023-12-16 19:00:00+00:00,533.74
2023-12-16 19:15:00+00:00,559.08
2023-12-16 19:30:00+00:00,577.58
2023-12-16 19:45:00+00:00,580.17
2023-12-16 20:00:00+00:00,587.7
2023-12-16 20:15:00+00:00,594.65
2023-12-16 20:30:00+00:00,589.61
2023-12-16 20:45:00+00:00,585.35
2023-12-16 21:00:00+00:00,570.51
2023-12-16 21:15:00+00:00,558.55
2023-12-16 21:30:00+00:00,540.56
2023-12-16 21:45:00+00:00,519.34
2023-12-16 22:00:00+00:00,489.37
2023-12-16 22:15:00+00:00,462.48
2023-12-16 22:30:00+00:00,418.63
2023-12-16 22:45:00+00:00,204.02
2023-12-16 23:00:00+00:00,344.46
2023-12-16 23:15:00+00:00,68.77
2023-12-16 23:30:00+00:00,36.02
2023-12-16 23:45:00+00:00,199.79
2023-12-17 00:00:00+00:00,40.24
2023-12-17 00:15:00+00:00,32.59
2023-12-17 00:30:00+00:00,11.26
2023-12-17 00:45:00+00:00,5.53
2023-12-17 01:00:00+00:00,2.94
2023-12-17 01:15:00+00:00,2.93
2023-12-17 01:30:00+00:00,2.93
2023-12-17 01:45:00+00:00,2.92
2023-12-17 02:00:00+00:00,2.91
2023-12-17 02:15:00+00:00,2.92
2023-12-17 02:30:00+00:00,2.91
2023-12-17 02:45:00+00:00,2.91
2023-12-17 03:00:00+00:00,2.91
2023-12-17 03:15:00+00:00,2.91
2023-12-17 03:30:00+00:00,2.91
2023-12-17 03:45:00+00:00,2.9
2023-12-17 04:00:00+00:00,2.9
2023-12-17 04:15:00+00:00,2.89
2023-12-17 04:30:00+00:00,2.89
2023-12-17 04:45:00+00:00,2.89
2023-12-17 05:00:00+00:00,2.9
2023-12-17 05:15:00+00:00,2.9
2023-12-17 05:30:00+00:00,2.89
2023-12-17 05:45:00+00:00,2.89
2023-12-17 06:00:00+00:00,2.89
2023-12-17 06:15:00+00:00,2.89
